Employee_ID,Department,Gender,Age,Education_Level,Job_Role,Monthly_Income,Years_At_Company,Years_In_Current_Role,Job_Satisfaction,Performance_Rating,Work_Life_Balance,Training_Hours_Last_Year,Last_Promotion_Years_Ago,Distance_From_Home,Overtime,Attrition,Marital_Status,Number_Of_Companies_Worked,Stock_Option_Level,Employee_ID_Custom,resultado_capacitacion_pci
2817.3986726089024,Marketing,Non-binary,40.28354094517166,Bachelor's Degree,Analyst,3190.8724536119016,32.507925589581085,17.34194772951319,1.0313671000897382,4.057415526584138,3.0014202573722737,11.151467412428834,12.063703827567675,37.452176453115605,No,Yes,Widowed,9.01585483149432,2.888170811571732,3494,93
3493.721435981103,IT,Female,22.541302794904798,Associate's Degree,Analyst,4444.5546136549865,2.3180220979868444,5.959629311266632,2.997135259254852,1.975499415660302,0.9348326803146676,91.24309421537336,12.824213654872292,5.067610593410887,No,No,Widowed,4.8862520386041615,3.043654903967663,3495,91
2963.7678583520837,HR,Male,19.52586228795393,Master's Degree,Intern,1088.147729178679,-1.0088718028940709,-0.0903868414490026,3.9978890196734795,5.05324074917377,1.0388235199359985,-0.00997133004063193,-0.47322807365163716,39.00216182110939,Yes,No,Single,1.0845915570834983,-0.022221285811410505,3496,96
2723.304404742576,HR,Male,21.886709725864016,PhD,Intern,1243.8642098031544,-0.12212734656099963,-0.6544643879231778,2.0858652496220054,5.066768369667742,4.958575847563185,-0.32895373489787955,0.2717084653096213,18.12952302580539,No,No,Single,0.8489719320260578,0.1285552397727558,3497,96
1344.5785167622655,HR,Non-binary,47.48282974705825,Master's Degree,Executive,4897.261821003335,1.7565475099471874,4.877374720492342,0.9399829723172759,2.0356338699932914,1.0490228726555733,69.78789668950682,5.865173965654916,1.8297979542322023,Yes,Yes,Widowed,3.853191871353947,0.9871122868289826,3498,91
2358.1596568735463,Marketing,Female,36.55362580138424,Bachelor's Degree,Analyst,4590.979841955652,12.337611471016256,1.8002397988458607,1.9861089797901512,1.051548486444165,0.9912091324769579,68.44490753433948,11.059021591171463,16.92369053082277,Yes,No,Divorced,4.903081013297944,0.020621047638818373,3499,91
2379.0926589660976,Finance,Non-binary,26.256799604619857,Associate's Degree,Team Lead,5594.988692276325,25.51569477891594,9.102026967910902,4.09764180019739,1.035275726300732,1.9131133849851605,58.0260751652311,4.66378940977638,0.30626991749104326,Yes,No,Widowed,4.830726389797633,2.905302974763832,3500,90
2491.8800215443193,Finance,Non-binary,27.14043363991045,Associate's Degree,Team Lead,5824.50391458916,24.66365997168542,9.62262674577611,4.037891306512697,1.018749847438601,2.0764470812145905,57.60613465219934,5.065855705201852,0.5534444497078002,Yes,No,Widowed,4.900189710865553,3.0323549358549906,3501,90
2222.6813974314996,HR,Prefer not to say,56.25088662015185,Master's Degree,Analyst,2194.510734355525,11.61758252876305,0.7767833030247258,4.918365110301414,5.007914772710676,4.03160098009734,38.220918832037356,13.878684512505881,11.574313974657835,No,No,Married,4.9858316047666875,1.970419674970923,3502,94
3910.2798189760215,Sales,Male,57.71145465573826,PhD,Team Lead,5417.065912766406,36.773970649817905,3.1057478181738105,0.9581604646816264,3.9807197165639545,2.9887719493351024,57.141387181808945,8.77601488725375,5.671240582821263,Yes,Yes,Divorced,0.8466099636487308,0.9579195831601218,3503,91
1919.30975299054,Sales,Prefer not to say,39.16895181511904,Bachelor's Degree,Analyst,3663.07854377535,25.303205296102135,15.076591857578043,2.085136022943933,1.9717448362209997,3.9663775635277037,39.89740001379805,5.008484874913446,17.025835795021422,Yes,No,Single,2.06678116703455,1.9417788180583195,3504,92
1689.4863160209286,Sales,Female,56.79930084976557,Master's Degree,Executive,4868.019839669299,25.369513135960915,12.055284169886864,0.9141339282362502,2.0152710566484564,0.9682669740426276,40.85427266971426,2.9298417384363145,26.48766751182696,No,No,Divorced,8.798525985469636,0.0160453617976098,3505,91
4360.12875208386,Marketing,Non-binary,21.822077033378577,High School,Analyst,4340.566250561516,22.362606833300973,6.24317161398827,2.980923483304707,2.9947417619875067,0.9955746895105462,79.58847596805627,2.30989674670458,20.156365876728646,No,No,Widowed,2.7739542753325277,2.9765666546904166,3506,91
3979.602185837977,Marketing,Male,31.63179540890997,Associate's Degree,Manager,8510.275413353142,25.092126191830044,11.859523141810666,4.924286808644621,1.0392958614727366,0.9163300467990391,88.70242322062488,6.016535100817634,16.401110653055504,No,No,Single,4.947386870707178,2.049462881815269,3507,86
2796.9050393008247,Marketing,Prefer not to say,20.344379490097644,High School,Intern,810.0494966342394,-0.05623907610239472,0.133598343363272,2.9006600524880746,2.0061867502583683,4.007432412796031,0.8408969250436348,0.17575813952787428,33.23893419787956,Yes,Yes,Single,0.9623882274593031,-0.12383014702203007,3508,96
3042.02157150942,HR,Non-binary,60.49310117577099,High School,Executive,2203.3750022257223,24.498991965583045,2.766501960956408,3.978989413948651,4.734713722965694,1.0592180229636499,100.77527715427328,7.324095660566364,22.60260118064471,No,Yes,Widowed,8.94389733018058,2.9857495518984765,3509,94
4219.279997076981,Sales,Female,38.55336189391163,Bachelor's Degree,Manager,8159.344378660838,12.449762411775318,12.791732706269418,3.920053804922553,1.018364273100916,5.0251453025211745,53.63731655453616,0.1642921849172988,26.636668136375206,Yes,No,Single,7.874371217353186,0.07151550377777315,3510,86
2387.352479337572,HR,Non-binary,49.07902234850902,High School,Manager,11130.516406813853,24.365780769081358,14.701171339554108,3.013000032396863,2.8906225506042786,2.8897967137350413,10.428455041126405,4.159269911466145,21.89556182219061,Yes,Yes,Single,1.9187937511057296,2.001393045576896,3511,80
2476.371195721999,HR,Female,26.73993190122063,Bachelor's Degree,Manager,9372.999347035719,12.184278680550864,1.0785326287317283,3.1053638760422864,2.863192037161238,5.033096142882858,61.95521937728351,11.760053760141728,30.36966495497283,No,No,Widowed,7.080280636834067,2.9833437898246107,3512,84
2490.1376220458906,HR,Male,47.79307740165846,Bachelor's Degree,Team Lead,8577.097862657029,16.87335784617743,11.901569760668634,3.111495983315048,0.9871059519923078,5.033511600762095,96.00243431892487,10.691871218773267,40.77280366245718,No,Yes,Widowed,1.0567282361071715,0.9427216996783245,3513,85
1335.6272195683234,Marketing,Prefer not to say,38.34457917852328,High School,Executive,2322.1133562932746,23.33367468462276,1.1590287241778674,1.0498356433276044,2.001635078523206,1.9898365135217273,19.58257129702307,12.965340622916031,10.308453892350942,No,Yes,Single,8.1049513344515,0.8941016926824094,3514,94
1063.7552174548728,Sales,Prefer not to say,41.718721474586914,High School,Team Lead,8172.826025986982,29.475718670925826,1.3553273072965455,3.939138910780227,3.9972322721871842,0.9615141045051006,82.66392853422097,0.809502011122975,36.741575652800805,No,Yes,Divorced,4.985481574002238,2.942527624857727,3515,86
3918.634004346219,HR,Male,59.30168194752602,High School,Manager,11644.909878816357,20.230972481339897,8.354732368010712,2.0523460140298044,2.1686598504662427,5.043772975824034,32.44533347667696,5.132866443740235,27.715395719579032,Yes,No,Divorced,4.093660954105306,2.9944686676969243,3516,77
3815.194847947848,Finance,Non-binary,29.985819178790994,Associate's Degree,Team Lead,6061.225295077797,0.2490413714838705,13.43193315207064,4.0323194684719015,5.0085133116237746,2.998604813938664,55.90985309246073,5.216625199419897,34.065314999422874,Yes,Yes,Divorced,8.138043656215679,0.0021996847554873653,3517,89
3163.305241352321,HR,Prefer not to say,47.15832936411669,Associate's Degree,Analyst,3666.5485780081426,15.638441269405556,6.8644796545348195,3.0051895810633873,5.020225908530579,3.951562147508694,60.85212925552384,14.037059382694771,44.12421056259074,No,No,Married,1.0030506410160709,1.0191934782052012,3518,92
4301.877623915316,IT,Non-binary,21.073954508057188,PhD,Analyst,3147.587692811101,22.669709739543393,18.14940088329282,4.890802061224978,1.888708152339544,2.0300233105900674,65.0692031737166,2.5107440563593726,31.399785890295952,No,No,Widowed,2.1135079341465164,0.9636639063867123,3519,93
1881.520963919344,HR,Female,40.710176204962,High School,Analyst,2350.6402937676967,33.81493255562987,8.796377908013651,5.020493980243945,3.045835822397062,3.9754554338374772,22.179931527850545,9.934095173916765,44.02548766342299,No,No,Married,6.069159533704132,3.0073900892007193,3520,94
1757.4054483378686,Sales,Male,41.41235326954605,High School,Manager,8038.646728615027,17.60461634296004,9.634749736355056,3.0545075835841433,5.090646230344577,3.9985113281217552,19.986185002461752,11.924964502234083,34.208618919065835,No,No,Divorced,4.130258339802269,0.9659065112103186,3521,86
3082.137543299741,HR,Prefer not to say,21.151554892873424,High School,Intern,1215.1697895276102,-0.08495183165040329,0.1292081176657906,1.0902759205513286,3.0595676665377955,3.06753722737462,-1.3087138395602311,-0.005349467496153415,41.696669838343574,No,Yes,Single,0.9836540595894296,-0.04661461082381016,3522,95
4026.2539920102868,Sales,Prefer not to say,53.401416834555725,Master's Degree,Manager,7704.520275893393,8.153295495104576,18.689892989469104,4.968932694036765,2.9064831721595756,3.073003857354691,20.320582658320863,4.119490633757632,18.524451932285864,No,No,Married,5.951024515891217,2.9824788387337566,3523,87
3772.460779949373,IT,Male,20.86918368494992,Associate's Degree,Intern,1254.7643554741137,0.3061237127901478,0.17206805245587936,3.886739861417322,3.066928666052213,0.9815636759239944,-0.6949966506595817,0.0021350786446739803,33.869484649771636,Yes,No,Single,0.8181694237312231,0.002241006703864663,3524,95
3048.097934184424,Finance,Male,45.39957485838938,High School,Executive,2401.3433426464503,9.908496288555494,9.271924980273434,3.9684602072717596,3.0807793820178473,4.0166452391648875,40.86312869368236,2.680571138360547,17.602354260907017,Yes,Yes,Married,9.019043078795855,0.0793941174514595,3525,94
1599.4092872806355,IT,Male,57.2717142932492,Bachelor's Degree,Team Lead,8006.751801831207,19.51450271896514,4.029067211440386,2.107243723590629,1.0424927134449529,1.927396664864872,67.83671614977777,3.6051015863523532,37.04312697851434,No,No,Widowed,2.02851701013186,3.0922332947649833,3526,86
1181.4197175620866,IT,Female,33.69519081907823,High School,Executive,2728.6987215807258,32.961575693173515,4.52265905444162,4.899728832467287,4.022696766696541,0.94913089129513,26.763572130975174,12.182473333550885,23.5245096299964,Yes,Yes,Single,7.8434442701588525,0.04708449977626263,3527,94
2992.5582126826553,Sales,Non-binary,27.86279625408354,PhD,Executive,2960.2812571973172,31.70354918205899,4.162520801842341,3.0143651558313698,3.982650819197164,3.954862048038047,5.188318314267981,7.014704707069519,28.399316467964187,No,Yes,Single,1.7697298270159598,1.9603196649194232,3528,93
2099.3844234186927,Finance,Female,37.14490408578801,PhD,Team Lead,6098.262183928639,10.837895656842282,6.462712753799129,5.015081784297689,3.088723504485577,2.0152917527085235,16.8955848054775,-0.1612208552436657,38.196478444697846,No,No,Married,4.060492600006194,-0.06344520628298152,3529,89
1765.6598288287273,Marketing,Prefer not to say,44.702619442960895,Master's Degree,Executive,3847.907966576824,37.11010378568715,2.904292989173462,4.923558742707912,4.065468966563683,1.0039331740521062,96.70799961785424,5.644947304872269,3.200687492365169,No,Yes,Divorced,3.025654650607925,1.081860980407658,3530,92
2005.5950118480796,Finance,Male,54.614921396534086,High School,Manager,7658.685533811756,11.720016552211684,17.68273975903126,4.9594873220901095,5.018413253231188,3.836039154271574,51.822294304163236,13.840816795333957,49.31507568284588,No,No,Divorced,4.985003144222277,2.9360823667487472,3531,87
2929.899924717518,HR,Non-binary,56.53975040799841,PhD,Manager,7733.022619561651,38.85638809639181,19.714019399393646,4.02027102344118,3.9758935966454843,2.0453404807959767,18.208506248946428,14.08356947995267,17.798978469251463,Yes,No,Single,6.010841051250864,0.012407182371836665,3532,87
3952.2258135492584,Finance,Non-binary,37.054817497776384,PhD,Analyst,3542.5884447297467,3.5649195049603537,16.132902797972665,4.118574401084291,5.028965323477413,4.9658027527558914,6.512816390453393,3.8559545795515024,28.774253959227305,No,Yes,Married,4.327788065104834,3.05430956781183,3533,92
4332.765794599411,Finance,Male,42.89151684264747,Master's Degree,Manager,11267.936532431062,25.65966441786434,13.215877240281348,2.0474304012374898,5.092622258290739,2.877759621714042,56.0586079096366,3.8606821653462604,29.47557752646248,No,No,Single,9.082253442581914,3.023089084507488,3534,78
2950.7368431983027,Sales,Female,28.06013912190081,Master's Degree,Analyst,4202.757987312975,15.322486747100754,13.181348756725834,4.965220043487463,1.9820750170407408,1.9034146507954255,14.90343978757182,8.80138515936945,0.4797019693811575,No,Yes,Widowed,7.876054878014978,0.08187984405930071,3535,92
2055.1791623847894,Sales,Male,19.075670265234724,PhD,Intern,1458.6004353377216,-0.023969869727103466,0.31323616353711237,2.0296346679604644,4.961767094860509,5.085748435747234,-2.656673669424637,0.10342269260484836,9.84692267006859,No,Yes,Single,1.0697878805727397,-0.061988361396899956,3536,96
1789.46858328755,Marketing,Non-binary,28.03779727177637,PhD,Executive,3769.955720687974,19.52831942971949,-0.18718667001307482,2.127230849128557,5.017925759206307,4.049902069790993,36.85679341023365,12.794457163098155,29.435155774536845,Yes,No,Married,4.793108495592249,-0.05653289906416746,3537,92
2059.608394691482,HR,Non-binary,58.52599615333021,High School,Team Lead,6935.275384126249,16.20676601865695,4.181036689516888,1.9999381532320282,3.0205885918187874,1.9927575361776508,21.226826155588284,2.207312528166247,42.374624207832674,Yes,Yes,Single,8.982778325158707,-0.020904833611106725,3538,88
1547.6869501986826,HR,Female,49.15537594953424,Master's Degree,Team Lead,7808.368378333351,23.7156123111163,17.236324049948372,4.0406753855423085,4.995716905545991,1.892303237621376,48.72819953070244,1.0912320998660054,16.663747698978934,Yes,Yes,Divorced,0.7937510656680598,-0.023565014199169062,3539,87
2307.332149059456,Marketing,Female,49.14440541684035,PhD,Executive,4660.254153775189,37.43382266189532,16.4726235039843,3.005301119291145,0.9424262086853341,3.189279307212681,61.58039748137663,10.242420036682224,22.962334673166588,Yes,No,Widowed,4.001622068896505,0.9241369510712935,3540,91
1257.8716362757125,Sales,Male,25.186798491437624,Bachelor's Degree,Analyst,2963.368183823954,-0.06322277638662066,17.63015282216047,4.158049019840556,3.941104511899459,4.020870939971003,29.787182116122274,0.9403975006144157,13.971956188540391,Yes,No,Single,2.895367954510425,-0.08480694902063862,3541,93
3417.659146313648,HR,Male,49.60465589544517,PhD,Analyst,3871.4551860171573,21.632735299371088,18.211598066328584,3.025931522551635,1.0284247494179077,3.998461858245305,44.63517502239616,11.79057988416422,25.451917268953125,Yes,No,Married,0.8984474977181096,2.9884232513270015,3542,92
3060.8223986529533,Finance,Female,37.78943726605105,Bachelor's Degree,Team Lead,8295.15498298696,32.960960156548616,7.506319014090051,2.9047447343723283,2.8954182962154116,2.9572391895176064,19.732447275072317,3.6777840754536726,46.85539059254986,No,Yes,Divorced,9.024958735530852,3.0006293311066594,3543,86
3788.3761041612843,IT,Female,38.551033354005064,PhD,Analyst,3867.731045069931,7.343110939869864,1.7713977462714483,5.071291412217207,1.0512322051309775,4.048758420112749,45.85442185415648,6.854465021741591,32.2350514680242,No,No,Single,2.8341487759444934,2.073280424387112,3544,92
3232.4384842343206,Marketing,Male,45.10725818383997,Bachelor's Degree,Manager,7753.485628546318,20.833826802158462,13.999039485084783,4.992741484700054,3.9416404854859532,4.994884267380024,90.44769291378923,0.836489095842311,35.79117909792147,No,No,Single,1.278205276238069,3.024540466003088,3545,87
2677.7504127462435,HR,Female,49.46023361808326,Associate's Degree,Analyst,3517.4344584253713,8.689938599733212,3.131947974340166,2.0234643167462814,1.036433131150272,5.086446052516094,86.40784776210513,14.048826701281811,45.142173644708365,Yes,No,Divorced,7.959946187715839,0.9322667521630612,3546,92
2114.9581858276997,Sales,Non-binary,58.36705122182712,High School,Executive,3173.2554616678103,18.16113331337811,7.513637567681193,2.1392045971164624,4.988247839318866,4.002851565693309,29.384102808076587,8.360311063103634,45.0311201008891,No,No,Married,8.0998737285543,0.9288300638604879,3547,93
2261.8745269881483,IT,Non-binary,29.593871047540638,Associate's Degree,Analyst,2717.1561227166494,17.530734620249657,18.881177798706133,1.0798949550207242,2.8825768507002243,4.09325114702262,0.14507648701024678,14.049254879102001,1.954563007194048,No,Yes,Widowed,7.773117533761596,0.03177853633937039,3548,94
1513.1479255090621,HR,Female,17.372700978013718,Associate's Degree,Intern,1476.5917604145643,-0.23583300661110493,-0.24227395713586727,5.0176107853502865,3.0322912906144865,1.020232821268673,-0.704649617093261,-0.108599509391972,16.06878666802481,No,Yes,Single,0.9455052338978762,0.01872146921791107,3549,95
2275.796561371647,Finance,Prefer not to say,38.04775159992619,Master's Degree,Team Lead,5350.540744943683,18.69461862805395,4.542761848605979,4.937401050132666,2.002062834602191,3.914855509160618,67.25713928410256,9.814513995494094,26.072367785533533,No,No,Divorced,8.007287239311387,2.9165581274385763,3550,90
2690.344694178634,Sales,Female,40.10952074660508,Master's Degree,Manager,10646.732918492266,23.03370054637256,13.535923880438137,4.034420544605663,5.0024077172312955,1.9430995775046636,62.97928156540348,5.289137841991762,24.63834622499717,No,No,Single,3.979216757974595,3.0401571276292185,3551,81
3993.588572468184,HR,Male,36.67285807425851,High School,Analyst,4269.753583086696,13.805901043047198,8.225163322366397,5.079526705108705,2.0300755027593165,0.9136751459172451,10.818560931060112,10.130192309919156,2.247304051772125,No,No,Married,3.8280477667722717,-0.03449622712112614,3552,92
2041.529091841211,Marketing,Female,25.567174916971368,Bachelor's Degree,Executive,4097.362410021567,6.9383141514282975,10.564247701686766,1.0801281710385549,3.0442530790685405,2.896349556478006,75.01523139567658,6.2368182779453605,0.14191582598637198,Yes,No,Widowed,2.7646624145257332,-0.0945287374595407,3553,92
3108.4929083080115,HR,Non-binary,23.787640834767465,Bachelor's Degree,Team Lead,6787.482939479764,21.553318922335237,8.477430365819632,2.9357622024229646,3.990301072377402,3.9813430058280166,19.21932335210569,9.370014440595295,4.8566021954146334,No,Yes,Married,5.046093152793471,-0.06044998631306767,3554,89
2438.872146167183,Finance,Male,51.41167495055176,Associate's Degree,Manager,9413.856446700835,27.788590341158326,10.521224895260014,1.912040939313469,4.085531536610532,2.9393020791389297,31.788488799203062,13.390303732498595,16.776075640002414,No,Yes,Married,3.9714603078616952,1.9837241823595835,3555,84
4082.2338877245625,Sales,Non-binary,19.795277326099562,PhD,Intern,1640.170063798535,-0.7590078642491719,-0.39350074933127827,3.0454312759237903,0.899663096705176,3.127203316206872,-2.188576129712185,-0.13352156050894837,4.627188899871503,No,Yes,Single,1.12124272743862,-0.005935447854348626,3556,95
2509.7502252664094,Finance,Non-binary,22.559083993989823,High School,Intern,1422.280354167663,1.0096877080560425,0.3960607028273493,0.9650737805120069,4.064640769342654,3.8729121003659213,-3.24802097181673,0.2818504163226392,41.84161694333267,Yes,Yes,Single,0.9211779322009149,0.07239532989914191,3557,95
1607.238037732595,Marketing,Female,38.23771713813889,Bachelor's Degree,Executive,3269.979580903669,14.980874970999318,4.884048699828524,4.901270542505323,1.9555689740293678,2.021266873729198,73.44334598702157,10.835776495697278,3.012917264383687,No,No,Divorced,4.978872037377747,2.9655660037318166,3558,93
1972.7503887300475,Marketing,Male,32.761695546781844,Master's Degree,Analyst,3517.6014188893173,2.8493907946799286,1.025101017247321,3.0895373005955236,3.948262874476835,2.029963192245789,41.78882528076127,3.092265483944101,23.745644881812172,Yes,Yes,Married,5.079376247855451,-0.07938424575429122,3559,92
2896.329027968288,Sales,Male,20.323415610272136,Bachelor's Degree,Intern,1186.14900814448,0.44243238775112814,1.0904661825767994,3.7944314764828757,1.0046721997721315,2.993331260740149,0.7776476993469589,-0.2832377687298417,2.8274775292938132,Yes,Yes,Single,1.0389963684728392,-0.01288034397946103,3560,96
3659.8194671371875,Finance,Female,21.170429648695496,High School,Intern,1483.3796531295566,1.3950329155392969,-0.20205703956623713,0.9786465833110309,0.9552495017652133,4.850904658249918,2.2798261870700336,0.05315346131497909,37.95915707201022,No,Yes,Single,1.0888824877594934,-0.0034322121183411815,3561,95
3262.630158085503,HR,Male,27.266754234616503,Associate's Degree,Executive,4179.514735156106,33.38728988083527,3.0426635295644813,3.9681942666551264,3.972242376829902,3.9591193034443632,21.0163359749677,12.337447091259653,3.2075792079206296,No,Yes,Single,2.8547094672894473,1.9925115778038145,3562,92
3659.7476426492726,IT,Female,45.76683875640774,Bachelor's Degree,Executive,3563.1290313452864,23.038347940596832,8.06299609129743,5.066902338713801,3.0157973187172353,0.9964889976072671,-1.0471580285206081,8.174705335972915,31.45912248320543,Yes,Yes,Single,3.928367379851487,1.012141547796897,3563,93
3908.2669349248818,Finance,Non-binary,50.874543695995534,Master's Degree,Manager,10014.64209889968,36.111826439773864,-0.672483681424681,2.0441244656840274,3.0601021804759907,4.929977167181523,56.72098176179775,7.4955336274952264,31.350975552256394,No,Yes,Married,6.762445715661404,1.0568667893129604,3564,83
3926.05226682168,IT,Prefer not to say,22.790845119781594,Bachelor's Degree,Analyst,3536.1967241260813,31.450172744484263,0.0333032376388401,5.011052801699939,4.875756625433522,3.0058809056342217,13.69968440419479,3.0896369542054245,43.81276578924442,Yes,No,Divorced,3.1158015322977923,0.10621529833038519,3565,92
2439.7603166558124,Marketing,Prefer not to say,21.78324432049599,Master's Degree,Intern,1119.2286911234198,0.7952386538922045,-0.29888234143851145,3.8802687803475546,3.0047065214568103,2.0127174533023364,-2.1449154179694214,-0.20911100088436238,28.93445715928603,No,No,Single,1.063961884728426,-0.04798901479248655,3566,96
1152.8336472345945,IT,Male,55.64058341858247,High School,Analyst,2807.280322166364,16.570138294089517,18.964031354465234,4.0706712315784515,2.97379260073758,1.9986266290390808,19.521098521204284,1.0009891035889729,27.33819071748276,No,No,Married,7.833516450686144,2.937006963844707,3567,94
1633.8430165225238,Sales,Male,47.41724087734926,Bachelor's Degree,Analyst,3244.992785543642,29.13960218092636,15.221736524765173,4.05584623604329,4.110602359096861,0.9183308116600716,82.61992868373011,-0.03301329702083333,19.436121921617865,Yes,No,Married,2.870227247288114,2.100005149720235,3568,93
1050.0884861008833,Sales,Prefer not to say,40.98487148987858,High School,Team Lead,8298.601643931497,29.021639420284593,1.9990186189184525,4.0047890048419115,4.030034493558489,0.8182094747546902,81.9143779359364,1.2520963960296285,37.579613522974974,No,Yes,Divorced,5.0100793202683445,3.026990573495703,3569,86
3441.756600215324,Marketing,Prefer not to say,56.59417824844365,PhD,Manager,11857.572630396571,3.7262263765507484,14.607399109745803,4.0015568985003895,4.947836749310659,1.00634270520529,60.89991393247575,-0.11280306757442304,28.456758349690805,Yes,Yes,Divorced,8.892086048223002,0.09600740511169846,3570,73
3714.700183635897,IT,Female,54.66204313074005,Master's Degree,Executive,4083.028840290771,37.992503246356215,0.3762511480748941,0.9906182450087558,2.927143166143959,2.9980433234663435,13.182378893934226,6.842750588546379,22.33162863028593,Yes,Yes,Divorced,7.75705737546262,1.0104296054535287,3571,92
4297.0824533773475,Finance,Male,34.35143010284797,Associate's Degree,Manager,7147.98613564866,35.45191390349625,17.579335839170874,2.9944308779353377,3.0078986364810176,3.859437155594556,78.05769045365291,1.752517104500377,14.205375151757462,No,No,Married,8.159264686320661,2.9870593342762564,3572,88
3467.5282298900192,Sales,Non-binary,18.762551367337572,Bachelor's Degree,Intern,1187.5051741174736,-0.018013853614602723,0.2345647516897007,2.0603603746738495,3.1065889574851218,4.167465983525827,4.289401861617604,0.02340398156309246,19.51833079446053,No,Yes,Single,1.0737211236141204,0.16986515214876205,3573,96
1520.144032735472,IT,Male,18.702930352693972,High School,Intern,1522.354107240917,0.6254391838627588,0.24989240926457712,4.9809652098831325,3.9571555086844246,4.030167265368685,2.7578773150474536,0.1761825479947228,28.102398342192604,Yes,No,Single,1.006281516059434,0.13594192087995152,3574,95
4206.70869661622,Finance,Prefer not to say,27.349295203214922,Master's Degree,Manager,12075.43568448031,37.511338656132175,3.0327020627380934,5.043017588223052,2.0330393335239556,2.0226283888789647,91.21242406976077,14.100910574382281,23.794851536471846,No,No,Divorced,2.090662729236405,2.979365722798094,3575,71
4228.751253716579,Finance,Female,25.28968878907848,Associate's Degree,Analyst,3493.185796964022,30.674248279917805,13.924647172312197,3.0312002167448893,0.9104797989312119,0.9123377575996868,56.7308457575477,14.079187810711733,39.53841061361385,Yes,Yes,Divorced,4.092570837383218,1.127442492869681,3576,92
2112.2595733853796,Marketing,Prefer not to say,41.25929439649823,Master's Degree,Manager,10721.20038192617,5.205799859346378,9.864053518736071,3.0921253270775724,1.1158453244331592,0.9922348613923385,75.08387984375884,-0.26076700037813805,39.045953636527415,Yes,Yes,Divorced,5.083493389726743,3.0095018867139784,3577,80
3178.246632403091,Marketing,Prefer not to say,18.00754429342509,Bachelor's Degree,Intern,1349.0302065773972,0.180027356957012,0.6057131957157479,3.148056913700124,3.0802861103019543,2.899085321230424,-0.4759164507174502,0.33495684496789335,35.950792190003355,No,Yes,Single,1.0273611214392582,-0.12314329415068885,3578,95
4034.1153610259676,Sales,Male,49.24291025562529,Associate's Degree,Manager,10788.813323496985,36.11149728164192,10.890138787240621,0.8892731550524852,3.0597983043857218,5.080412346150536,30.270189514047484,1.9919793837740987,26.561745623672174,No,Yes,Single,6.852222752765496,0.03216383710106905,3579,81
2128.970394781894,IT,Prefer not to say,58.02111635293192,Bachelor's Degree,Executive,4816.420448319465,37.308891990340975,16.807920315388536,1.001906065019541,1.9375129072672164,5.102501409248751,40.70654464274162,10.788186151424197,26.672476473358596,No,No,Divorced,9.000125830548201,2.0259727306882236,3580,91
3440.976684209339,Marketing,Non-binary,50.249934008910515,PhD,Analyst,2676.550166046451,13.272253779232235,1.372036138686917,2.977999988406366,4.942220439019907,2.9214365217406475,97.79338675676475,9.8941392272911,14.645002242054959,Yes,Yes,Married,0.940483948911399,1.944231448349169,3581,94
2867.3363790055328,HR,Male,59.018154613912714,Associate's Degree,Team Lead,5777.201652635276,20.479151481803346,17.92473973255037,3.9906867275825304,1.0717416299461675,5.075339997733837,35.18239405245296,2.900409128934334,8.924743155946832,No,No,Married,1.137758140723097,1.9614898566772965,3582,90
4330.957858695583,Marketing,Prefer not to say,51.085141763294324,Bachelor's Degree,Executive,3842.9895054475114,3.853725691873505,12.827872835554032,2.1177069724970345,0.9237098988020843,2.9793122444168425,49.79117425765019,12.036671405940858,13.359344407229313,No,Yes,Single,0.9651625989696437,2.0491003439000877,3583,92
2107.051383164485,HR,Female,54.813337903982635,Associate's Degree,Team Lead,9258.010551303674,14.952935366686035,10.745788740342366,0.970595281120766,2.9646207207839623,3.8611973676310924,60.30363905685436,12.771237790294881,12.681777500562204,Yes,Yes,Divorced,8.881362529129424,2.013878418121228,3584,84
3226.437820784236,Sales,Female,22.766456637800083,Associate's Degree,Intern,878.9245199345123,0.022919546579004302,-0.5910885268029143,2.0170953830292655,3.018864268783101,2.9728388653257833,1.1771552937833085,0.0007108434844721701,45.63890843416298,Yes,No,Single,0.9825125371070955,-0.09129564393083923,3585,96
3175.156705099291,HR,Non-binary,21.721756417538295,Bachelor's Degree,Intern,1465.4601834436687,0.31106210373141946,-0.12090796492472272,1.9606761043927663,2.1014519978529695,3.0029497117886983,-0.1343005134704318,0.03854096752421929,14.03561568528638,No,Yes,Single,0.9466488419279218,-0.04461159271165958,3586,95
1525.0737261025013,Finance,Male,20.841064837320577,High School,Intern,1303.9016979646954,0.04279135653931909,0.2331274910366308,1.0678915613063316,3.966506119486908,1.890304533331107,-2.061163198570825,-0.12749792056079456,43.576277183701926,Yes,Yes,Single,0.8236415904444054,-0.10175376717392813,3587,95
2613.598142411386,Sales,Female,20.027171697929035,Master's Degree,Intern,1523.360724987674,0.1622315131698627,0.04747463946583055,5.005402362733648,3.9911621522421536,3.9360453664344566,-2.2024138274241896,0.11650979617528688,24.584465368552603,No,No,Single,1.1133311442776532,-0.049610391327174395,3588,95
1058.7848151735552,IT,Prefer not to say,21.43309957551228,Associate's Degree,Intern,1179.8253345458188,-0.059712611287410004,0.36398842174885737,5.202378085576931,0.9128436838301875,4.01882972371298,-1.186113602875035,-0.05204140436990967,47.36752762127031,No,Yes,Single,1.0092899284396901,-0.011627694166955424,3589,95
