Employee_ID,Department,Gender,Age,Education_Level,Job_Role,Monthly_Income,Years_At_Company,Years_In_Current_Role,Job_Satisfaction,Performance_Rating,Work_Life_Balance,Training_Hours_Last_Year,Last_Promotion_Years_Ago,Distance_From_Home,Overtime,Attrition,Marital_Status,Number_Of_Companies_Worked,Stock_Option_Level,Employee_ID_Custom,resultado_capacitacion_pci,cluster
1891.8265010164887,Sales,Non-binary,49.34379314781611,Master's Degree,Analyst,4261.6571675210525,15.489139443989409,14.346648521656686,5.020269491477072,3.920458677412192,2.904013422088402,24.692411073168422,-0.4276125084069692,21.69473546343316,Yes,Yes,Widowed,3.8090595942918752,0.0685983629943752,3766,92,0
2720.510814302435,IT,Prefer not to say,30.23638560781856,Associate's Degree,Team Lead,6231.766758519067,23.704134098741967,4.81193059533669,2.0144691789185303,3.9142395046216794,1.0910447244947914,30.003095791990106,1.1417890043857404,44.267905267071946,Yes,No,Single,6.194640239078345,1.989114756921729,3767,89,2
2044.372614775252,HR,Prefer not to say,19.102238524920413,Bachelor's Degree,Intern,1094.4498981173954,-0.0301375205283987,-0.1742284781621208,4.884961418030152,2.050713415345381,3.8463177162965394,0.798336162438765,0.2164582445898308,42.253609501800085,No,Yes,Single,0.9778042786567251,-0.0259830084527959,3768,96,1
2464.4485043657337,Finance,Non-binary,59.50068574947291,Associate's Degree,Team Lead,5053.944848806512,28.81657112592007,9.318473991262367,4.020668250822947,2.133859762873757,1.905467309506456,39.49382240364481,-0.4468747218519031,5.807044642656024,Yes,Yes,Divorced,4.98431824621517,1.9255672252649665,3769,91,2
4034.1321270500807,IT,Prefer not to say,23.92325643840083,Bachelor's Degree,Team Lead,9130.529783016023,17.359411749308503,18.099093592204326,2.9973577343684004,1.0065431129199087,1.931149761990148,29.009563715713757,-0.134131301302702,11.175134269832878,Yes,No,Married,0.9969596903055972,2.983710213685887,3770,85,2
3889.3076330496456,Finance,Prefer not to say,24.89294639299105,Master's Degree,Intern,1116.622677370544,0.0979795135713057,-0.7294219241790221,3.017110087584054,1.949185201017422,0.9494696776768006,-3.037416644012477,0.0557664512211682,20.595965610326925,Yes,Yes,Single,0.8375777164955623,0.0120332453850025,3771,96,1
3352.685373783713,HR,Female,58.45967581931104,Master's Degree,Analyst,4372.184837219894,36.59890764943621,11.332776974698636,1.0104074638924962,4.991367761702175,1.056240900913413,67.92914261541073,3.121917784598474,47.80827611838875,Yes,Yes,Widowed,6.957162805804224,2.1342176225098064,3772,91,0
2589.641412344155,IT,Prefer not to say,57.154578801475765,Associate's Degree,Manager,9851.28479458845,4.853506899080383,15.006117493046991,2.038733244801955,2.9884405052559515,5.067711872718907,49.89164039012968,5.054452863564232,48.83190977197014,Yes,Yes,Divorced,7.044044755196525,1.0248826525230517,3773,82,2
1682.7250652974878,Finance,Male,50.70814794681088,PhD,Manager,8817.576742899766,37.20534464615324,10.376297770491,1.961413639392073,3.9114974165047967,2.9627194719936782,65.13659750409666,7.543883374663977,2.1077363857771454,Yes,Yes,Divorced,9.05341165275051,0.9818119245084732,3774,86,2
4033.7838386460407,Finance,Non-binary,40.68770644311076,PhD,Manager,10005.271697205571,21.131401896349743,18.98836616718544,4.051388793426819,0.943255691484759,2.1507177752210307,60.34841898247922,7.880488935139744,24.775768029559224,No,Yes,Widowed,9.251945308310246,2.000761582019756,3775,83,2
2684.311761939,Sales,Female,37.995747491924526,Bachelor's Degree,Executive,4215.4805012971865,10.104797377324036,13.625946887312766,3.997099674898283,5.000304884473675,0.9388631099172592,46.19927357531614,10.145141976317404,3.330374558237894,No,No,Single,2.045488111653371,0.044015219980267,3776,92,0
1773.2471454579295,Sales,Non-binary,34.21188735044892,PhD,Manager,11884.292043232124,4.750316079354217,7.8188506104109425,0.955044439504778,2.9305362521760645,0.8827722327328045,92.82215005746544,8.048333632043315,2.92998532282646,No,Yes,Married,4.872630725201387,2.089079725966426,3777,74,2
1247.7038205709098,Marketing,Non-binary,23.710289440632955,High School,Intern,1518.664704541902,0.9271457565164012,-0.2195054280555874,4.946766407797204,3.946051283365019,1.105562856716931,0.7512659414323272,0.3173668188478702,26.40111196313112,Yes,Yes,Single,1.2405106035195297,-0.0220951921616542,3778,95,1
3156.542486671608,Sales,Male,22.339099711009418,Associate's Degree,Intern,822.8425571936862,-0.1492987921360014,0.2490386599673244,3.0073917510729,1.003974331176411,0.8718126019842085,2.323922389142556,-0.0456390692565934,16.06822022594157,Yes,Yes,Single,0.9563093278658052,-0.0028565069269994,3779,97,1
2943.561490865315,Marketing,Prefer not to say,19.46587395052575,Bachelor's Degree,Intern,1198.3077155948947,0.4766110276820825,0.570829757167834,1.967793565313174,4.0838955220275,2.890539765499657,2.301087444155144,-0.2955386345397003,17.9557513034794,No,Yes,Single,0.8012016253498973,0.0402081448992313,3780,96,1
1405.8868154769875,Marketing,Non-binary,34.758094566708046,Associate's Degree,Team Lead,9264.68218876502,14.233870719494538,15.853645586029144,1.9745895838156795,4.007378638561977,4.972198510619484,46.93197373721941,9.819495624919703,41.06543768507064,Yes,No,Divorced,2.864892827917973,1.0309462196678214,3781,84,2
1385.699846426,Finance,Male,33.93000897757776,Master's Degree,Executive,2957.271234818245,18.1131605430606,6.4718595618662045,4.990570475799134,4.070843358318217,5.012798063071459,64.65019402229211,2.736618354300276,24.69465740221177,No,Yes,Widowed,7.95494933871895,0.0877086573075821,3782,93,0
3524.2128779726067,IT,Female,59.22446012112725,Master's Degree,Executive,4975.100992604685,8.309066017543362,19.12575857159512,4.952326183738614,4.01403591586455,2.9906559517004427,94.21696794805897,9.914882651964444,31.457425642146006,Yes,Yes,Widowed,1.7947024574002628,0.0334076947449905,3783,91,0
2119.980955331757,HR,Non-binary,23.084830850930317,Master's Degree,Intern,1183.507675419994,0.0571848241982915,-0.181615819221859,0.9921671997387602,2.975515012238497,4.055808227465719,2.308658514148384,0.1343645576827444,28.21914617243744,Yes,No,Single,0.9747014025934018,-0.018098716222331,3784,96,1
1315.8731041473852,Marketing,Non-binary,24.419922140424458,High School,Intern,1246.9814829276984,0.0548098239178165,0.3671739753625523,5.0040937182586935,4.026085801587656,1.0334239556433151,-1.5838169461226328,-0.1780549975973232,24.96708918079292,Yes,Yes,Single,0.9233888197345804,0.0401342919764072,3785,96,1
3433.44071920288,IT,Non-binary,56.23273626224256,Associate's Degree,Team Lead,7580.8841284592945,17.339700556594593,15.762508588226783,4.014323596852649,1.9808219529770488,2.0485739652840858,34.699906786635594,3.9063007113983623,20.710298464184845,No,Yes,Single,7.900897461050726,1.029718596295888,3786,87,2
1249.1449497590197,Marketing,Male,21.3783172480995,PhD,Intern,1298.601873723774,-0.1258066337101371,-0.0941409785211859,1.9596539850676375,5.005069719533948,1.0335652697680484,0.0374002231799728,-0.2875589070807527,6.391029936653869,No,Yes,Single,1.1908423855976884,0.0061972440437559,3787,96,1
2683.114132944681,Finance,Female,58.55224669693876,PhD,Team Lead,9245.283059059857,24.68541521955437,17.682877014658917,5.024215313976471,1.9012562849482255,2.955742067891354,84.90125908632784,4.669160395780796,5.330964830687469,Yes,Yes,Married,7.653666686078141,2.9284124643802403,3788,85,2
1563.508240315559,IT,Non-binary,26.772939200210462,High School,Manager,11243.369171199072,25.97062242908549,15.58018501339959,2.0867119824070635,0.9452158130371264,4.999886682696899,79.64631173570174,4.307955760303439,2.239392002828297,Yes,No,Married,0.9195791772079922,3.046605745762428,3789,79,2
2676.373757207766,HR,Female,50.65421553863367,Associate's Degree,Analyst,3574.480960268192,9.10735937538997,2.8581364102103186,2.048850605697795,1.0464443058780375,5.032809462734145,86.29969583848343,14.276957141625646,46.747969926293706,Yes,No,Divorced,7.989539884804141,0.963241381900196,3790,92,0
2084.090660675216,HR,Male,18.83626695793012,Associate's Degree,Intern,1557.5381602657935,0.374221760007025,0.1260075390279567,1.9630603145861336,2.9805123699890705,1.978539462101047,0.0381822706086716,0.0713111580384628,48.70720326755516,No,Yes,Single,0.7405387887596959,-0.0323426139800532,3791,95,1
3180.008792759763,Marketing,Female,48.89547110683458,High School,Executive,2422.9162152903823,12.63182654097848,12.824414496771956,3.889608962152728,3.0601853938788146,2.060150328751759,3.3584085540036086,8.981529821521617,6.592956661935383,No,No,Single,4.753053344623046,0.0319302907308992,3792,94,0
2842.581743562205,HR,Male,34.85107348726801,Associate's Degree,Executive,4441.729450737719,38.82476247179533,15.674323178903066,4.105388226388397,5.174145057508984,4.03511041357262,78.09470078881652,0.8053753578514682,27.452191041398414,No,Yes,Divorced,5.8007292384256255,1.0167538494780908,3793,91,0
2219.728144604959,IT,Non-binary,22.92399603630772,PhD,Intern,1039.833359119695,-0.0150726385551827,-0.1600259546058225,1.93131679396904,4.906634248206331,1.95183090550222,-0.9015830578844174,-0.1995240716641929,-0.0126549655671768,Yes,No,Single,1.0248631832230204,-0.0407172233834646,3794,97,1
3697.492063845449,Marketing,Female,28.905053018695565,PhD,Executive,2422.444906022476,17.092957690865312,9.239160599638698,5.0940081578503165,1.9820524024988877,4.064157377595674,36.55976182136593,6.00875576212485,11.080330984840645,Yes,Yes,Widowed,7.106808731390633,2.9609192595622127,3795,94,0
1093.27504780892,Finance,Male,47.2279486655481,PhD,Manager,8400.274466713603,16.428901609653764,11.826551441197548,0.909721558170475,4.084455088456306,0.8914150384610261,49.19797783898904,10.739575874135484,7.2639974991137475,No,Yes,Divorced,2.971749895118561,3.024325367667007,3796,86,2
1419.6046409815342,IT,Non-binary,22.57983243634023,PhD,Intern,1086.5477493267324,0.0986621039105736,0.2725841351173118,4.063879000490824,4.064867897881667,2.004190018148256,0.8173510135684044,-0.0041499495965424,12.618858362841666,No,Yes,Single,1.1144922099180985,0.046577763763977,3797,96,1
2590.4419609664988,IT,Prefer not to say,50.50609673815097,Bachelor's Degree,Analyst,3333.8899661396786,4.728054007175101,9.048145371334748,0.9140460622627896,5.044538084060157,0.8753300714096507,41.258190687860974,3.728268108326658,47.41321311692932,Yes,Yes,Divorced,2.09209640580025,1.0537042597929809,3798,92,0
4197.460988909444,Sales,Non-binary,59.46312059445056,Bachelor's Degree,Team Lead,5844.422352915522,6.519095547724849,15.846888778244823,3.073350948941284,4.963590743260043,1.0026093164665255,39.526896137256514,7.996062163482803,19.646045678667072,No,No,Married,0.7374715738427728,0.9688855528200264,3799,90,2
1865.1177028870868,HR,Non-binary,39.5571854712578,High School,Executive,4800.747749335543,0.0439779576062567,14.948078677355898,5.108469995027467,5.003693282590824,1.896348721579435,7.003676582721977,1.9295001809803864,18.77969077617976,No,No,Widowed,5.094401474035075,-0.0335903580054358,3800,91,0
1603.0104317053483,IT,Non-binary,53.97312937966893,Bachelor's Degree,Team Lead,6042.252599717555,17.390734849172834,14.11947972022409,4.027379082478032,3.100745768258597,4.935110260646131,38.73372287142468,10.13580065818378,29.250116286042207,No,Yes,Widowed,2.800851310176207,-0.0612675245722297,3801,89,2
3045.468252335826,Sales,Male,26.88843697448888,Bachelor's Degree,Analyst,2740.720607787204,8.797969532293532,11.897621794597834,1.979887929796104,4.9250944013145,3.093476778852698,42.27815537361562,4.976563592015624,49.35104550338895,Yes,No,Married,2.014925863902241,1.9727130232352708,3802,93,0
2608.183843366121,HR,Male,21.312071941338925,PhD,Executive,3372.857945985164,33.75804219786357,3.73289350393644,3.8829695068191006,1.0574815662386552,5.19616031893189,88.2238229983137,4.808746278409499,16.9792619355519,Yes,No,Single,6.983017905574834,0.9030190883596124,3803,93,0
4342.514909025756,Sales,Non-binary,23.12890134825985,Associate's Degree,Manager,9818.431026289742,37.86494733382722,8.856544219013557,4.956433318156587,2.084134305161918,4.009935186529534,89.94037016001452,8.950345780224296,3.2736174040087755,Yes,No,Widowed,2.062234411104805,0.0142085350277735,3804,83,2
1709.5230037888089,HR,Male,51.40801057824249,Master's Degree,Manager,9707.810411104669,25.73063512278949,8.378021202652397,1.9666961527936064,2.9489139786759138,3.0408138121413684,56.42937212063231,4.096544956970672,2.5444881947752727,Yes,Yes,Married,7.746733041362969,-0.1006850926399582,3805,84,2
4187.656143337496,Finance,Female,51.79371153905812,Bachelor's Degree,Executive,3499.077506298821,38.15353954523341,15.272267469251736,2.023591187706112,3.034081160034121,1.0727805563427273,78.72126043343822,9.095232877762832,33.537925460440654,No,Yes,Married,1.913926584647372,1.985447142422328,3806,93,0
3182.3236080625,Marketing,Non-binary,49.19692773865678,Associate's Degree,Manager,11235.608125918878,34.050280539154215,3.644071398307817,4.087870270641763,2.016715992821077,0.9601638188773216,77.17982017091754,1.8822600020803708,34.300619857843294,No,Yes,Divorced,4.075832419359258,-0.0637418214623082,3807,78,2
1573.704714458,IT,Male,22.029343615253488,Bachelor's Degree,Executive,2139.942164513001,18.23708948348392,4.031520102969532,4.138996451790746,3.952311942228928,1.0742628676320325,88.82923175410627,10.610570225312996,45.53946868678628,No,No,Single,2.932925232872182,0.9762601147699852,3808,94,0
1276.844161477581,HR,Female,45.68144797278609,Master's Degree,Analyst,2589.371413342268,27.21585799200937,11.777338213601112,4.950154442754138,4.942204412708136,3.9278944966813993,28.430974756547062,0.9553083257886208,12.43440112601198,Yes,No,Married,3.936449496354799,2.0068637555261564,3809,94,0
4385.124957218635,Finance,Non-binary,46.16560116386293,Bachelor's Degree,Analyst,2717.255249503592,-0.4906474374488607,13.852116029376734,0.9815256284322932,4.042498254213426,4.064908186723494,43.80612461642446,10.654884021807389,20.90551531037205,Yes,No,Married,4.984475715485113,3.000467045129238,3810,93,0
2612.2795595829552,HR,Male,21.91870014216064,Bachelor's Degree,Executive,2452.4216591060563,35.72648287174235,3.0171016166731595,2.008506466848762,1.942664257273812,2.96195524813517,56.00817373216272,1.7125213623678637,7.274287353370108,No,No,Widowed,3.9758117008664047,3.035653844329164,3811,94,0
2809.854272424778,Marketing,Female,31.4625105102216,PhD,Executive,4186.284857104277,2.041789759072476,15.218271766524229,2.0222865591637724,1.9619362828684133,1.9997550964469144,8.442685101380965,9.964752902314936,38.40903435001274,No,Yes,Divorced,4.895887731037417,3.047545051791361,3812,92,0
2339.4493073162034,Finance,Non-binary,54.84514419861996,Associate's Degree,Team Lead,6073.200651459765,20.043290246791344,18.15525410295458,3.020377053604624,1.1165973594209262,2.0406168807524736,-1.32087614319122,4.877501666763335,35.22653834715926,No,Yes,Widowed,2.783828210484353,0.0375968620229586,3813,89,2
2393.2475335771915,IT,Prefer not to say,24.213565993066076,PhD,Intern,1307.119463494499,0.1207429081594925,0.535208107023349,0.9973652010588684,3.934498369804997,4.943907335638737,2.4918861644225414,0.0260453245973966,28.45245711305327,Yes,Yes,Single,0.9488340117034322,-0.0004596118019342,3814,95,1
3845.3816220615513,IT,Female,52.509677730142805,PhD,Analyst,2014.8068358528865,0.6846884714215421,17.737057807237466,4.040748358589739,1.9956505284528496,5.011592098402321,84.85705771785884,8.129815499151292,15.643107294387372,No,No,Married,5.913010071809013,3.02081518423786,3815,94,0
2856.3580169696143,Sales,Male,21.50436934117137,Bachelor's Degree,Intern,1384.3180802427248,1.0542950191053606,0.2411130957466534,3.9012745387042536,1.0090626601274693,2.914875736218696,-0.6566217903972983,-0.1030645993911791,2.8914405692971394,Yes,Yes,Single,0.8481731674778822,0.0492171537116195,3816,96,1
4122.888309173866,IT,Male,44.65975411389631,Associate's Degree,Manager,9757.171776179031,8.618378555030485,11.949503226552096,2.9950955622825592,0.9477468194793998,2.8542323012325994,60.5903495081172,0.9642157133154124,28.068123597123257,Yes,No,Divorced,8.97795551086702,2.9626591771520885,3817,83,2
2744.671181309101,Sales,Male,22.87293332142325,PhD,Intern,1020.154489857412,-0.9691096689093194,-0.2062401283929403,2.0542034666388966,4.06412944241901,4.933028182793703,-0.3095778871458062,0.1573496234781263,39.50334590532309,Yes,No,Single,0.98083018673551,-0.0276934393117253,3818,96,1
3789.614619090678,HR,Prefer not to say,58.16767580968151,Associate's Degree,Team Lead,8900.126344782318,33.14851762647836,0.3467479798058368,3.908860419788803,4.980988321417166,4.87696952722643,36.49994103213645,6.566608955111166,0.1832619251855686,Yes,Yes,Widowed,4.023153074776876,1.0176185332262369,3819,86,2
4363.5766109689885,IT,Prefer not to say,58.5343257296742,Associate's Degree,Executive,4994.266911743868,8.007151958712647,14.01266786040749,1.878897279891247,4.9715611295254405,5.050000290332939,50.93152706889396,-0.0794383024489917,19.004791826809,No,Yes,Widowed,2.2061634609723635,0.9961133236627948,3820,91,0
2146.6416063732017,Sales,Non-binary,55.26966530882781,Master's Degree,Executive,2913.343661429189,16.295102018468633,13.568631620116555,4.877222066536687,5.030976194999603,1.8760334662559064,80.1221978867778,5.845186379476049,20.183551414603997,No,Yes,Widowed,1.0564125665921718,-0.0010003935542844,3821,93,0
1630.6913427038446,HR,Non-binary,31.146629719420886,Bachelor's Degree,Executive,2622.851353391144,12.382262232129332,1.561697261925224,3.912781040646332,2.9227171732031074,1.9715102829461115,32.341724459097584,5.971543970184051,31.542335438036417,No,Yes,Divorced,2.8538117876627096,3.0299678503871355,3822,93,0
1704.5101468652128,HR,Female,19.78905020564497,High School,Intern,954.873234437729,-0.5229913015859382,-0.2297877123259736,1.024746421962787,3.9082840461968726,1.9708286101874732,-1.2627261016068572,0.1679052423406697,30.421404698100943,Yes,No,Single,1.0422102214349616,0.0358784622774712,3823,96,1
1004.8359746141228,Finance,Female,42.29102989807914,Bachelor's Degree,Manager,11121.289621758327,22.000570777722587,2.5568867151815686,4.954624002554626,0.987652996058032,3.913992339719712,98.49358215611112,10.401149529383254,6.08730328457548,No,Yes,Married,5.06422522114238,-0.0646919955931428,3824,79,2
1989.5235877342584,Sales,Male,38.5732567471034,Associate's Degree,Manager,10187.233230496286,3.764004046083836,6.962115641508773,3.906235818500816,0.9394470139280297,5.079080551174149,0.7326764049236462,5.982195240741753,2.226009691695331,Yes,Yes,Single,2.084521714965324,3.0363825867719285,3825,82,2
2571.607848546093,Sales,Non-binary,24.97774197230109,Bachelor's Degree,Intern,890.326715599112,-1.1120302626613847,0.0201688818767693,4.9135997668346025,3.134613263060108,1.0218551971280314,0.4672612126196016,-0.1302364429366963,48.20927886227823,Yes,Yes,Single,0.9682947376851938,-0.0249557547244523,3826,96,1
2500.622795071341,Marketing,Prefer not to say,55.41355893026618,Master's Degree,Executive,2648.381051549299,6.990159808934507,1.0342713989194567,4.991860071101526,4.132035523497009,0.9827023539764924,79.2066134948008,14.388743656660449,11.782837922326712,Yes,No,Married,1.09632107764872,2.1079691077035023,3827,94,0
1598.301124815493,IT,Non-binary,58.85477233065845,PhD,Executive,2220.4136444047517,17.01992623278393,7.9509338357751345,2.9043080669098447,2.8849736836477016,3.984681773295868,11.560549972679956,9.175707025178996,36.99150520460788,Yes,No,Single,1.1382985221760298,0.0650583917608691,3828,94,0
1562.971898216738,Sales,Non-binary,40.808852970931234,Master's Degree,Team Lead,5493.873820192803,18.491512123461995,1.7676993650149324,3.0324436954326863,2.0612665611678893,1.1123695909799418,54.62637186851165,8.790666323636017,38.12084760021329,No,Yes,Divorced,2.015351592178982,-0.0285658680701606,3829,90,2
3445.3857109498776,HR,Female,60.30933844449101,Master's Degree,Analyst,5042.037783256821,35.74721727573702,12.95887819093545,1.0432328244682805,5.060063099640864,1.0525113490922584,67.00346625129673,3.064563185118104,49.35444546744945,Yes,Yes,Widowed,6.884290673508407,2.1050155170880096,3830,91,0
2578.199432087702,Marketing,Non-binary,20.80055238294714,Master's Degree,Intern,1264.1794356746218,-0.3133769832872909,-0.1297882681006463,2.079837966680312,1.1175534269447422,5.176491639489293,0.5201451120027976,0.1330178515272794,13.100988441515046,No,Yes,Single,1.0938388048252392,-0.0163829615029806,3831,96,1
4447.309604526068,Marketing,Non-binary,59.4014872664304,Master's Degree,Executive,2476.3708561382928,24.5359989595052,9.769435111611216,4.916553063538956,2.1804081549564414,3.025604500903437,32.4161498169263,2.621820561431595,41.671036700071056,Yes,Yes,Single,8.020899415194933,1.9703601159339816,3832,94,0
1888.9773427595728,Finance,Female,38.68991929053824,Associate's Degree,Executive,2597.2385682061217,16.960089661121213,17.87955535547102,3.002106030250312,2.9559300873025727,2.029115011507736,32.94538261989952,12.2525418140232,42.319386879003126,No,No,Widowed,2.971924980451119,1.1035355885558706,3833,94,0
4211.747170542395,IT,Female,21.002336246317416,Bachelor's Degree,Intern,1464.989234325088,-0.3530800632709745,0.0350424656021613,2.997664169903554,4.05482792068819,1.985431507378994,-0.5402341679677638,-0.0478021371483115,11.540493489276702,Yes,No,Single,0.7990238962342296,-0.0355250399744329,3834,95,1
1138.1275131232892,Sales,Prefer not to say,36.53209130496045,Master's Degree,Manager,9859.07886174463,33.602485660737905,5.49559587032787,3.115044835737353,4.069344741354596,5.003712558177565,79.41228923018872,2.3814466529021536,40.59924321940295,No,Yes,Single,8.908115235594813,2.017198513574407,3835,83,2
1191.607211290723,Sales,Female,51.30806518360209,Bachelor's Degree,Executive,1870.0062670524148,32.57553335092804,4.287051253379911,0.9611831712820244,3.968318565897757,1.9504797458980332,14.95828299851351,9.00278210076234,15.66464907574334,No,Yes,Married,3.0770749759617964,-6.523302477092041e-05,3836,95,0
4085.2516480586046,Marketing,Non-binary,31.024706464919984,Associate's Degree,Executive,5106.683911116365,29.57994166171234,15.90274282226873,5.0421636884883965,1.1627411557623206,4.048142095327063,10.673359815290294,10.994455520657825,38.11126471994382,No,No,Married,6.998366151062838,0.9691057181353324,3837,91,0
3773.709828812368,Sales,Prefer not to say,57.689039692844055,High School,Team Lead,6921.327001098579,-0.6726128254919258,0.6780447782511381,1.9307370289700947,2.9651918840765337,0.9282017571722372,26.04628038158239,7.07104597225893,11.752557769383497,Yes,Yes,Divorced,1.8399764447911773,0.0066346116588932,3838,88,2
1160.7654193999367,HR,Prefer not to say,28.26627142570729,Master's Degree,Analyst,4141.713789600997,18.60190892231964,9.334930537003716,4.987230673200961,4.961105619538352,0.8776489157594862,88.14661642004755,13.953120834364595,26.044024754681885,Yes,No,Divorced,8.105045453925332,0.1053187695955517,3839,92,0
3965.192514286981,Finance,Non-binary,35.83378581446399,PhD,Analyst,3375.191876124459,4.004117888386088,16.587914014609748,4.104393184749981,4.997228670335105,5.01318447447432,9.572170173095213,3.973707982909447,28.729673398483264,No,Yes,Married,4.184844528850178,3.066211407169543,3840,93,0
2395.779660044771,Marketing,Prefer not to say,42.41232656059434,High School,Manager,8685.808521197765,33.62385562024796,0.2972739311568604,4.159196507680893,0.9535743997551184,2.1844743632151844,2.40477507234139,9.05956716193188,10.792361933811028,Yes,No,Single,4.312101661580045,3.052687096847197,3841,86,2
2917.848037819756,IT,Male,33.28771136310876,PhD,Executive,4108.045600849619,19.46414109761341,14.12825665199715,4.964061888562316,4.051077130227653,2.105554790279397,7.701455199582129,8.556742084554658,22.2114578154798,No,Yes,Widowed,8.99122384998102,2.025659556530034,3842,92,0
2055.5012786656944,Marketing,Male,59.417756274219606,Master's Degree,Team Lead,5973.258944741663,15.579345692427257,3.088841424736367,1.152968310572714,3.037847107877537,0.9346216324220152,81.31714482054551,5.155406213771601,15.20073942356744,No,No,Divorced,8.648071694978178,2.0696306549097243,3843,89,2
3764.056515796189,Sales,Non-binary,48.434711220064045,PhD,Team Lead,7713.300050960477,33.422024264708575,15.119623523837834,1.094959219524357,3.983791597338661,4.07472454257265,96.84469168662368,11.244225098727682,15.010565905084263,Yes,No,Divorced,7.736164462664153,0.1268443578491643,3844,87,2
1768.4985293351915,Marketing,Female,20.093689828283853,PhD,Intern,1191.352328843846,-0.1378889863380561,0.3302922161884213,2.015744746177845,3.953370173936036,0.866889989437401,-0.0573811253023631,0.4981139537453025,4.576189804917387,Yes,Yes,Single,1.1011788255370962,0.089824702380037,3845,96,1
2261.1558053630106,IT,Male,58.59155401680341,Master's Degree,Team Lead,7647.235882452703,1.6045291583748482,2.7326627712881053,3.9608324854628014,3.0035660288765165,2.9589669694844445,39.56644294411977,14.37210930934029,6.413526840724916,No,No,Divorced,7.1397892983860025,0.0595538571103972,3846,87,2
4182.546240356071,Sales,Female,38.37077997373674,Bachelor's Degree,Manager,8318.504896184231,13.38671483487781,12.92077368662795,3.9060792502395256,0.9640402606757972,5.0204711289083095,51.93705848777186,-0.0378826162361477,26.84260841544825,Yes,No,Single,7.952490350086105,0.0119253034051233,3847,86,2
1356.0132796233563,IT,Male,22.714477157932567,Bachelor's Degree,Intern,1404.403923518153,0.7688961390355239,0.075720941147973,1.9104908728294925,4.861749463684205,4.916750204009578,2.564074723320401,0.0482053836743878,12.371152734027188,No,No,Single,0.9023362154920966,-0.028079809140211,3848,96,1
2726.2725750456093,Sales,Female,46.012400308472046,Associate's Degree,Manager,7701.484042919177,10.70802383592699,14.803729193913352,5.063017119934196,1.105061106910623,2.957781440651928,13.310407504041024,5.82718506890376,27.50604580714429,No,Yes,Married,0.9461150227731764,2.009349071109636,3849,87,2
3445.325216320517,IT,Non-binary,51.63316699125954,Associate's Degree,Team Lead,9457.23496182382,6.230241731093774,5.254983906422867,3.0164300400601163,1.9987123373682207,3.979262687204992,15.89771756941641,13.98184799560746,0.7441424950244587,No,Yes,Divorced,7.0448811908526885,-0.0339052352104808,3850,84,2
3292.327212122706,HR,Non-binary,21.054578970136813,Associate's Degree,Intern,1133.5700446739534,0.5503399175473237,0.5334042477337311,4.957968255200682,1.9615916396708095,3.919580708828136,-0.369388594782051,-0.2568895288759075,23.67421662492901,No,Yes,Single,0.9541409530485224,0.0284591349791893,3851,96,1
1231.3547295570384,Sales,Male,55.43353914531189,High School,Analyst,4496.819341861472,25.21186885883377,11.697693078803855,1.016228149018365,2.93278752500989,0.971651058364244,99.7492124040616,4.143801301184682,33.1809011905228,Yes,No,Divorced,3.1372837512560565,1.0621680186527498,3852,91,0
4167.915883175586,Finance,Female,28.931849578298824,Associate's Degree,Manager,9424.564091571292,35.69689449641084,7.940760019476669,4.919826398021707,4.053521874944875,4.937322045792773,88.4852827742093,1.1134677300792084,16.573638484992568,Yes,Yes,Widowed,7.197243742690372,1.0193907415805143,3853,84,2
3447.8191655603177,IT,Female,35.912499194039945,Bachelor's Degree,Executive,3807.801197199501,29.988400326124093,1.0681422468502662,0.8317633603059603,2.008371878955061,1.9548347299997344,3.7382952907708615,1.6017664863819934,31.99364462634876,Yes,No,Divorced,9.155560684081395,0.935675284294955,3854,92,0
1265.7220537314613,Sales,Non-binary,26.160013480044963,Associate's Degree,Analyst,2057.4838027598867,13.233231261588616,7.073422528143166,2.1015056771089875,1.149327770787941,2.0380184317653414,1.0105691692757408,2.947849118382936,20.539263517133705,Yes,Yes,Married,5.024042899218708,1.0044684093334513,3855,95,0
3917.6990573307994,HR,Non-binary,53.836209448266864,Associate's Degree,Manager,7205.005395076077,14.959033498391411,15.6716921103946,2.134374865992277,1.1538687242104997,3.0185675929776448,7.65548938807392,1.9455847209596744,44.82157181160024,No,Yes,Married,3.093716757479018,1.1162018347436689,3856,88,2
3761.46225706562,Marketing,Female,31.840512692135917,Master's Degree,Manager,10297.71516282822,2.718603924497646,12.943551867174904,2.053202060782531,1.9531718534496527,3.9403855022143497,7.801558498706212,8.009338002243942,41.894283929642334,Yes,No,Widowed,1.8783864100998464,0.9731138749275232,3857,81,2
2227.428549012355,HR,Prefer not to say,58.25013928227302,Master's Degree,Analyst,2385.6905015459038,10.848327136519313,0.756237231946966,4.925724054150789,5.037744067568307,4.079725100161399,36.91243874263379,13.859379336151346,12.364517269297348,No,No,Married,4.9169381189869,1.9586640292018749,3858,94,0
3578.8280109192447,IT,Non-binary,47.27100250446029,High School,Team Lead,9319.037042081576,-0.5150872238787679,15.76459009797169,0.9995318354682292,3.987203714778933,4.043389618115109,25.284760140984968,5.80730749937957,4.512524573827301,Yes,Yes,Married,4.995878917028393,3.057846303896496,3859,84,2
